name,post,phone,addr,label
0.807200080444763,1,-1,1.0,1
0.9004265313546727,1,1,1.0,1
1.0,0,1,0.6286980443108847,1
1.0,1,1,1.0,1
0.16498679033227848,1,-1,0.457183785715207,-1
1.0,1,1,1.0,1
0.2383989970765039,1,0,0.376172808439641,-1
0.7838975744610328,1,1,1.0,1
1.0,1,1,1.0,1
0.1591929779847089,1,-1,0.3005214338230876,-1
0.1893642996465442,1,-1,0.19007636703065436,-1
1.0,1,1,1.0,1
0.11734768010344653,1,-1,0.30161533356739173,-1
0.4606514285819873,-1,-1,0.3707423361644726,-1
0.038667036206681736,1,-1,0.1358334393546884,-1
1.0,0,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
0.10641201622958305,0,-1,0.14408741265597225,-1
0.3572792949859733,1,-1,0.30161533356739173,-1
1.0,1,1,1.0,1
0.18928280621832844,1,-1,0.31541858117944394,-1
0.3518693225979174,1,-1,0.12944906897114494,-1
0.0916009333852642,1,-1,0.22712707304788265,-1
0.16748401649930117,1,-1,0.16437096371413282,-1
1.0,1,1,1.0,1
0.29248385790513576,1,1,1.0,1
0.850469495619753,1,1,1.0,1
1.0,1,1,0.7430026743079742,1
1.0,1,1,0.7275752056688153,1
0.29260047822671326,1,-1,0.16437096371413282,-1
0.039305036968394214,1,-1,0.28120632024295245,-1
1.0,1,1,0.7078045574988697,1
0.051181588152384466,1,0,0.2949500496348371,-1
1.0,1,1,0.6126723650423382,1
0.9091785214594613,1,1,1.0,1
0.05673927565291426,1,-1,0.13863266778377845,-1
1.0,1,1,1.0,1
1.0,1,1,0.933801747465804,1
0.595292175683712,1,1,1.0,1
0.26373016531209037,1,-1,0.03319456458204543,-1
0.9256074724520343,1,1,1.0,1
0.1651383323458189,1,-1,0.17981186744367805,-1
1.0,1,-1,0.7833571101328329,1
0.756554016125925,1,-1,0.16437096371413282,-1
0.9493474334749997,1,1,1.0,1
0.9363029900395086,1,1,1.0,1
0.22130243097117372,1,-1,0.15838529686817512,-1
1.0,1,1,1.0,1
0.17443853814698862,1,0,0.12357137446330481,-1
0.6352047830511491,1,0,0.9845519740208194,1
1.0,1,1,1.0,1
0.8339917926302431,1,1,1.0,1
1.0,1,1,1.0,1
0.14824361439784461,1,-1,0.4691599167725561,-1
0.05948581870392978,0,-1,0.3137356012590817,-1
0.889821781065469,1,1,0.8318888165759014,1
0.0574060630109718,1,-1,0.5453871342138396,-1
0.06666750584640091,1,-1,0.25993360354241624,-1
0.07839014675848723,1,-1,0.4052141973371267,-1
0.24912304379987674,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
0.0950007628191155,1,-1,0.36546178207725905,-1
0.9541829893949297,1,1,0.643572035080224,1
0.6973564523949863,1,1,1.0,1
1.0,-1,-1,0.8176870261818188,1
0.9762860971317845,1,1,0.8675330443964318,1
1.0,1,1,1.0,1
0.37057985908302377,0,0,0.03491429071006431,-1
0.17828341456938637,0,0,0.03867721440891604,-1
0.14537126120433178,0,0,0.14623864204252407,-1
0.22632445018186015,0,0,0.025445128318712738,-1
0.18243415926246595,1,0,0.5425429943225267,-1
1.0,1,1,1.0,1
0.11246776860231737,1,0,0.4890824122486644,-1
1.0,1,1,0.5208525893951874,1
0.7452011219730569,1,-1,0.3886171406509545,-1
0.7551097690947179,1,1,0.7652701872676967,1
0.11185954507251988,1,-1,0.30421997566650927,-1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,-1,1.0,1
1.0,1,1,1.0,1
0.14061299258422139,1,-1,0.19007636703065436,-1
0.3836906190804389,0,-1,0.09309338006485246,-1
0.07619160600419314,1,-1,0.6278385295969676,-1
0.08472284217015091,1,0,0.1358334393546884,-1
0.07595909778235096,1,-1,0.17131709186572616,-1
0.07012130788047308,1,0,0.3381531863344929,-1
0.11255111985230978,1,-1,0.6084981442339279,-1
1.0,1,1,1.0,1
0.06260914744000869,1,-1,0.2949500496348371,-1
0.7103501981898015,1,1,0.6538204578662329,1
0.14787087565349205,1,-1,0.1358334393546884,-1
0.18470685759339445,1,-1,0.26479103907988805,-1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
0.1038153482224092,1,-1,0.34918714916502913,-1
0.13203969633967122,1,-1,0.34918714916502913,-1
1.0,1,1,1.0,1
0.6315395386986471,1,-1,0.2867657224808903,-1
0.5925662725130735,1,-1,0.2753635802947789,-1
0.09454038057428783,1,0,0.2887956981169529,-1
0.7631154672453618,1,1,0.709683463614083,1
1.0,1,1,1.0,1
0.11665158176210677,1,1,1.0,1
1.0,1,1,1.0,1
0.39916375731313314,1,1,1.0,1
1.0,1,1,1.0,1
0.9295815596348127,1,1,1.0,1
0.04434148490584591,1,-1,0.17981186744367805,-1
1.0,1,1,1.0,1
0.06287069737494119,1,-1,0.17131709186572616,-1
0.7566047239636728,1,-1,0.24495891526128188,-1
1.0,1,-1,1.0,1
0.8010707533406649,1,1,1.0,1
0.07257119941753916,1,-1,0.30161533356739173,-1
1.0,1,1,1.0,1
0.7586373303454357,1,1,1.0,1
1.0,0,0,0.6075245331585333,1
1.0,1,0,1.0,1
