_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number
231,217,1732,Mae Ploy Restaurant,90026.0,2606 W Sunset Blvd,2133539635.0,Sib Song Thai Restaurant,90026.0,2202 W Sunset Blvd,2134136316.0
235,221,1822,Myung Dong Kyoja,,3630 Wilshire Blvd,2133857789.0,Myung Dong Kyoja,90010.0,3630 Wilshire Blvd,2133857789.0
247,236,145,Nanban-kan Restaurant,90025.0,11330 Santa Monica Blvd,3104781591.0,Juquila Restaurant,90025.0,11619 Santa Monica Blvd,3103121079.0
259,247,1914,Wokcano,90046.0,8000 W Sunset Blvd,3234509037.0,Wokcano,90046.0,8000 W Sunset Blvd,3234509037.0
268,254,1818,Yuko Kitchen,90036.0,5484 Wilshire Blvd,3239334020.0,Yuko Kitchen,90036.0,5484 Wilshire Blvd,3239334020.0
269,262,1669,Feast From the East,90025.0,1949 Westwood Blvd,3104750400.0,Feast From The East,90025.0,1949 Westwood Blvd,3104750400.0
276,267,2284,Toshi Sushi,90012.0,359 E 1st St,2136804166.0,Toshi Sushi,90012.0,359 E 1st St,2136804166.0
286,278,2109,Hodori Restaurant,90006.0,1001 S Vermont Ave Ste 102,2133833554.0,A-Won Japanese Restaurant,90006.0,913 S Vermont Ave,2133896764.0
294,292,1998,Meizhou Dongpo,,Santa Monica Blvd,3107880120.0,Meizhou Dongpo Restaurant,90067.0,10250 Santa Monica Blvd,3107880120.0
306,312,1765,Ramayani Westwood,90024.0,1777 Westwood Blvd,3104773315.0,Ramayani,90024.0,1777 Westwood Blvd,3104773315.0
313,316,1832,Pho Cafe,,2841 W Sunset Blvd,2134130888.0,Pho Cafe,90026.0,2841 W Sunset Blvd,2134130888.0
319,316,4043,Pho Cafe,,2841 W Sunset Blvd,2134130888.0,Reggie’s Deli & Cafe,90026.0,1910 W Sunset Blvd,2133539263.0
339,336,4490,Formosa Cafe,90046.0,7156 Santa Monica Blvd,3238509050.0,Vinadore Studio & Cafe,90046.0,8157 Santa Monica Blvd,3237984628.0
343,344,2245,Dan Sungsa,90020.0,3317 W 6th St,2134879100.0,Sun Nong Dan,90020.0,3470 W 6th St,2133650303.0
354,371,2013,Honey Pig,90005.0,3400 W 8th St,2133800256.0,Honey Pig,90005.0,3400 W 8th St,2133800256.0
360,380,2335,First Szechuan Wok,90024.0,10855 Lindbrook Dr,3102087785.0,First Szechuan Wok,90024.0,10855 Lindbrook Dr,3102087785.0
361,382,1647,Zencu Sushi and Grill,90012.0,319 E 2nd St Ste 206,2136877780.0,Hama Sushi,90012.0,347 E 2nd St,2136803454.0
374,392,1610,Mayflower Seafood Restaurant,90012.0,679 N Spring St,2136280116.0,Full House Seafood Restaurant,90012.0,963 N Hill St,2136178382.0
379,394,1837,O Dae San Korean BBQ Restaurant,90006.0,2889 W Olympic Blvd,2133839800.0,Beverly Soon Tofu Restaurant,90006.0,2717 W Olympic Blvd,2133801113.0
382,394,2023,O Dae San Korean BBQ Restaurant,90006.0,2889 W Olympic Blvd,2133839800.0,Bak Kung Korean BBQ,90019.0,3700 W Olympic Blvd,3237349292.0
402,412,1859,Man Soo Korean BBQ,90005.0,3423 W 8th St # 3429,2133889494.0,Oo-Kook Korean BBQ,90005.0,3385 W 8th St,2133855665.0
412,433,2362,Jung Won Paik Noodle House,90006.0,2716 W Olympic Blvd,2133870410.0,Miari Noodle House,90006.0,3224 W Olympic Blvd,3237350647.0
413,433,4439,Jung Won Paik Noodle House,90006.0,2716 W Olympic Blvd,2133870410.0,New Seoul Hotel Coffee House,90006.0,2666 W Olympic Blvd,2133846314.0
415,440,1185,Back House,90064.0,10915 W Pico Blvd,3104816800.0,The Six Chow House,90064.0,10668 W Pico Blvd,3108376662.0
419,444,1878,Thai Town Noodle,90027.0,5136 Hollywood Blvd,3236670934.0,Pho Thai Town,90027.0,5136 Hollywood Blvd,3236670934.0
425,467,2150,Asahi Ramen,90025.0,2027 Sawtelle Blvd,3104792231.0,Asahi Ramen,90025.0,2027 Sawtelle Blvd,3104792231.0
427,470,2682,Bistro Ka Japanese Restaurant,,6600 Topanga Canyon Blvd Unit 2010A,8183401300.0,Caprese Restaurant,91311.0,9777 Topanga Canyon Blvd 2,8187097054.0
429,482,2059,House of Macau,90028.0,1600 Vine Street,3237455038.0,House of Macau,90028.0,1600 Vine St,3237455038.0
431,488,2022,Roasted Sesame Kitchen,90029.0,4632 Santa Monica Blvd,3233504641.0,Roasted Sesame Kitchen,90029.0,4632 Santa Monica Blvd,3233504641.0
459,510,2293,Golden City Restaurant,90012.0,960 N Hill St,2132532660.0,Foo Chow Restaurant,90012.0,949 N Hill St,2134851294.0
466,528,2434,Hunan Taste,90036.0,6031 San Vicente Blvd,3239365621.0,Hunan Tasty - Temp. CLOSED,90036.0,6031 San Vicente Blvd,3239365621.0
471,544,1461,Coral Reef,90039.0,3200 Glendale Blvd,3236603260.0,Coral Reef Chinese Restaurant,90039.0,3200 Glendale Blvd,3236603260.0
472,545,1911,Chuan CHIM Restaurant,90028.0,5644 Hollywood Blvd,3234626221.0,Chuan Chim,90028.0,5644 Hollywood Blvd,3234626221.0
476,550,3818,Mogo's Restaurant,91403.0,4454 Van Nuys Blvd Ste K,8187836646.0,La Fogata Mexican Restaurant,91403.0,5142 Van Nuys Blvd,8185019065.0
484,565,2041,Kim Chuy Restaurant,90012.0,727 North Broadway,2136877215.0,Kim Chuy Restaurant,90012.0,727 N Broadway,2136877215.0
487,576,4449,Howard's Cafe,90006.0,1051 South Alvarado Street,2133857991.0,Howard’s Cafe,90006.0,1051 S Alvarado St,2133857991.0
494,591,1606,Lin's Chinese Cuisine,90064.0,11668 W Pico Blvd,3104788892.0,Bossa Nova Brazilian Cuisine,90064.0,10982 W Pico Blvd,3104410404.0
499,595,2050,Vip Chinese Restaurant,90005.0,705 S Western Ave,2133898532.0,Lemon Tree Kids and Family Restaurant,90005.0,621 S Western Ave,2133800038.0
500,595,2385,Vip Chinese Restaurant,90005.0,705 S Western Ave,2133898532.0,E-Moon Oak Restaurant,90005.0,869 S Western Ave,2133878899.0
516,617,4421,Jin Jiang Restaurant,90025.0,11057 Santa Monica Blvd,3104447171.0,Santa Monica Restaurant & Cafe,90025.0,12340 Santa Monica Blvd,3102078888.0
518,622,2141,Rene Cafe,90017.0,1123 West 7th Street,2136899898.0,Rene Cafe,90017.0,1123 W 7th St,2136899898.0
520,629,3180,Ok Chinese Restaurant,91405.0,7400 Van Nuys Blvd,8189885622.0,Chit Chat Restaurant Cafe Lounge,91405.0,7115 Van Nuys Blvd,8187862424.0
528,639,2169,China Food Express Restaurant,90005.0,3320 W 8th St,2133803810.0,Naegohyang Restaurant,90005.0,3516 W 8th St,2133810022.0
537,658,191,Best Chinese Restaurant,90025.0,12239 Santa Monica Blvd,,Monte Alban Restaurant,90025.0,11929 Santa Monica Blvd,3104447736.0
548,706,4099,The Griddle Cafe,90046.0,7916 W Sunset Blvd,3238740377.0,Elderberries Threefold Cafe,90046.0,7564 W Sunset Blvd,3238510700.0
550,707,1100,Water Grill,90071.0,544 S Grand Ave,2138910900.0,Water Grill,90071.0,544 S Grand Ave,2138910900.0
558,717,1772,Joan's on Third,90048.0,8350 W Third St,3236552285.0,Joan’s on Third,90048.0,8350 W 3rd St,3236552285.0
561,723,4053,The Pie Hole,90013.0,714 Traction Ave,2135370115.0,The Pie Hole,90013.0,714 Traction Ave,2135370115.0
563,726,4540,Getty Center Restaurant,90049.0,1200 Getty Center Dr,3104406810.0,The Restaurant at The Getty Center,90049.0,1200 Getty Center Dr,3104406810.0
568,730,2557,Toast Bakery Cafe,90048.0,8221 W 3rd St,3236555018.0,Berri’s Cafe,90048.0,8412 W 3rd St,3238520642.0
569,731,1385,The Original Pantry,90017.0,877 S Figueroa St,2139729279.0,Original Pantry Cafe,90017.0,877 S Figueroa St,2139729279.0
580,750,1038,Nickel Diner,90013.0,524 S Main St,2136238301.0,Nickel Diner,90013.0,524 S Main St,2136238301.0
583,751,2895,Rainbow Bar & Grill,90069.0,9015 W Sunset Blvd,3102784232.0,Obica Mozzarella Bar Pizza e Cucina,90069.0,8630 W Sunset Blvd,3103605983.0
598,776,678,Johnny Rockets Hollywood & Highland,90028.0,6801 Hollywood Blvd Ste 325,,Baja Hollywood,90028.0,6801 Hollywood Blvd,3234640935.0
601,779,1305,Wolfgang Puck at Hotel Bel-Air,90077.0,701 Stone Canyon Road,3109091644.0,Wolfgang Puck At Hotel Bel-Air,90077.0,701 Stone Canyon Rd,3104721211.0
609,786,1193,Tiago Coffee Bar & Kitchen,90028.0,7080 Hollywood Blvd,3234665600.0,Public Kitchen and Bar,90028.0,7000 Hollywood Blvd,3237698888.0
625,807,1009,The Little Beast,90041.0,1496 Colorado Blvd,3233415899.0,Little Beast Restaurant,90041.0,1496 Colorado Blvd,3233415899.0
633,831,1413,Tavern,90049.0,11648 San Vincente Blvd,3108066464.0,Tavern,90049.0,11648 San Vicente Blvd,3108066464.0
638,837,1119,Du-par's Restaurant & Bakery,90036.0,6333 W. 3rd St.,3239338446.0,Andre’s Italian Restaurant,90036.0,6332 W 3rd St,3239351246.0
640,838,1105,Fat Sal's,90028.0,1300 N Highland Ave,8556824373.0,Fat Sal’s,90028.0,1300 N Highland Ave,8556824373.0
641,838,2815,Fat Sal's,90028.0,1300 N Highland Ave,8556824373.0,Fat Tomato Pizza,90028.0,1429 N Highland Ave,3239628833.0
651,855,4150,The Coffee Co.,90045.0,8751 La Tijera Blvd,3106457315.0,The Coffee Co,90045.0,8751 La Tijera Blvd,3106457315.0
656,861,1153,The Standard Downtown Restaurant & Lounge,90071.0,550 S Flower St,2138928080.0,"The Restaurant at The Standard, Downtown LA",90071.0,550 S Flower St,2138928080.0
661,869,1040,The Morrison,90039.0,3179 Los Feliz Blvd,3236671839.0,The Morrison,90039.0,3179 Los Feliz Blvd,3236671839.0
665,880,481,Phil s Deli & Grill,90036.0,6333 W Third St.,3239363704.0,Loteria Grill,90036.0,6333 W 3rd St,3239302211.0
676,887,1093,The Village Idiot,90046.0,7383 Melrose Ave,3236553331.0,The Village Idiot,90046.0,7383 Melrose Ave,3236553331.0
680,893,4143,Solar de Cahuenga,90028.0,1847 Cahuenga Blvd,3234677510.0,Solar de Cahuenga,90028.0,1847 N Cahuenga Blvd,3234677510.0
692,918,2313,LA Prime at The Westin Bonaventure Hotel,90071.0,404 S Figueroa St,2136124743.0,LA Prime,90071.0,404 S Figueroa St,2136124743.0
706,941,1169,Fords Filling Station,90015.0,900 W Olympic Blvd,2137658630.0,Ford’s Filling Station,90015.0,900 West Olympic Blvd,2137658600.0
719,956,993,Palomino - Los Angeles,90024.0,10877 Wilshire Blvd Ste 150,3102081960.0,Palomino,90024.0,10877 Wilshire Blvd,3102081960.0
721,957,2309,Sage Organic Vegan,90026.0,1700 W Sunset Blvd,2139891718.0,Flore Vegan Cuisine,90026.0,3818 W Sunset Blvd,3239530611.0
723,960,1594,Aroma Bakery Cafe,90046.0,7373 W Sunset Blvd,3238508120.0,Aroma Bar and Grill,90046.0,7373 W Sunset Blvd,3238508120.0
731,971,1566,Sweetie Pie's,91601.0,5230 Lankershim Blvd,8187611325.0,Sweetie Pie’s NoHo,91601.0,5230 Lankershim Blvd,8187611325.0
735,973,4076,Larchmont Bungalow,90004.0,107 N Larchmont Blvd,3234611528.0,Le Pain Quotidien - Larchmont,90004.0,113 N Larchmont Blvd,3234617701.0
736,974,3341,22nd Street Landing Seafood Grill & Bar,90731.0,141 W 22nd St Ste A,3105484400.0,Neil’s Pasta & Seafood Grill,90731.0,383 W 5th St,3105483495.0
741,984,4586,LA Cafe,90014.0,639 S Spring St,2136123000.0,Manuel Cafe,90014.0,808 S Spring St,
743,989,1048,Birds Rotisserie Chicken Cafe and Bar,90028.0,5925 Franklin Ave,3234650175.0,Birds Rotisserie Chicken Cafe & Bar,90028.0,5925 Franklin Ave,3234650175.0
745,993,2397,Taylor's Steakhouse,90005.0,3361 W 8th St,2133828449.0,Taylor’s Steakhouse,90005.0,3361 W 8th St,2133828449.0
749,996,1699,Norms Restaurant,90064.0,11001 W Pico Blvd,3104792978.0,Cheng Du Restaurant,90064.0,11538 W Pico Blvd,3104774917.0
754,1002,1672,Nick's Coffee Shop & Deli,90035.0,8536 W Pico Blvd,3106523567.0,Label’s Table Deli,90035.0,9226 W Pico Blvd,3102760388.0
757,1002,4394,Nick's Coffee Shop & Deli,90035.0,8536 W Pico Blvd,3106523567.0,The Coffee Bean & Tea Leaf,90035.0,9541 W Pico Blvd,3102829907.0
758,1004,3982,Fratelli Cafe,90046.0,7200 Melrose Ave,3239382233.0,Fratelli Cafe,90046.0,7200 Melrose Ave,3239382233.0
760,1006,1270,Orleans and York Deli,90043.0,4454 W Slauson Ave,3232918800.0,Orleans and York Deli,90043.0,4454 W Slauson Ave,3232918800.0
770,1025,1787,Denny's,90028.0,5751 West Sunset Blvd,2134648435.0,Denny’s,90028.0,5751 Sunset Blvd,3234648435.0
777,1043,1207,Doughboys Cafe,,8136 W 3rd St,3238521020.0,Toast Bakery Cafe,90048.0,8221 W 3rd St,3236555018.0
778,1043,1248,Doughboys Cafe,,8136 W 3rd St,3238521020.0,Cafe Angelino,90048.0,8735 W 3rd St,3102461177.0
790,1063,996,Grub,90038.0,911 Seward St,3234613663.0,Grub,90038.0,911 Seward St,3234613663.0
793,1067,1121,The Park's Finest,90026.0,1267 W Temple St,2134182800.0,The Park’s Finest,90026.0,1267 W Temple St,2134812800.0
805,1091,4393,Pico Deli,90035.0,8826 W Pico Blvd,3102739381.0,Pico Cafe,90035.0,8944 W Pico Blvd,3103859592.0
810,1099,1035,Fundamental,90024.0,1303 Westwood Blvd,3104447581.0,fundamental LA,90024.0,1303 Westwood Blvd,3104447581.0
822,1133,1631,Tender Greens,90014.0,523 W 6th St,2138731890.0,Tender Greens,90014.0,"523 W 6th St, Ste 505",2138731890.0
831,1151,1491,Cana Rum Bar,90015.0,714 W Olympic Blvd,2137457090.0,Wolfgang Puck Bar & Grill,90015.0,800 W Olympic Blvd,2137489700.0
837,1156,2787,The Park,90026.0,1400 W Sunset Blvd,2134829209.0,Two Boots Echo Park,90026.0,1818 W Sunset Blvd,2134132668.0
842,1163,1541,Spare Tire Kitchen & Tavern,90036.0,5370 Wilshire Blvd,3235252618.0,Spare Tire,90036.0,5370 Wilshire Blvd,3235252618.0
846,1169,4297,The Brentwood,90049.0,148 S Barrington Ave,3104763511.0,Cafe Brentwood,90049.0,150 S Barrington Ave,3104720766.0
851,1173,4329,The Wood Cafe,90066.0,12000 W Washington Blvd,3109159663.0,The Wood,90066.0,12000 W Washington Blvd,3109159663.0
853,1179,1147,Spitz,90012.0,371 E 2nd St,2136130101.0,Spitz - Little Tokyo,90012.0,371 E 2nd St,2136130101.0
863,1196,1181,Urban Skillet,91601.0,5060 Lankershim Blvd,8185794000.0,Urban Skillet,91601.0,5060 Lankershim Blvd,8185794000.0
865,1204,1114,Black Cat,90029.0,3909 W Sunset Blvd,3236616369.0,The Black Cat,90029.0,3909 W Sunset Blvd,3236616369.0
866,1206,1729,Casey's Irish Bar and Grill,,613 South Grand Ave.,2136292353.0,Casey’s Irish Pub,90017.0,613 S Grand Ave,2136292353.0
872,1214,4579,Happy Ending Bar,90028.0,7038 W Sunset Blvd,3234697038.0,Cafe Bar,90028.0,6360 W Sunset Blvd,3234641524.0
873,1215,1339,Quality Food & Beverage,90048.0,8030 W 3rd St,3236585959.0,Quality Food & Beverage,90048.0,8030 W 3rd St,3236585959.0
883,1241,4170,Caffe Etc,90028.0,6371 Selma Ave,3234648824.0,Caffe Etc,90028.0,6371 Selma Ave,3234648824.0
887,1244,3997,Sunset Junction Coffee Shop,90029.0,3916 W Sunset Blvd,3236611600.0,Dinosaur Coffee,90029.0,4334 W Sunset Blvd,
888,1246,1407,The Melt,90028.0,6290 W Sunset Blvd,,The Melt Sunset & Vine,90028.0,6290 Sunset Blvd,2133444906.0
892,1255,4297,Cafe Brentwood,90049.0,150 S Barrington Ave,3104720766.0,Cafe Brentwood,90049.0,150 S Barrington Ave,3104720766.0
895,1256,1772,The Third Stop,90048.0,8636 W 3rd St,3102733605.0,Joan’s on Third,90048.0,8350 W 3rd St,3236552285.0
897,1261,170,El Siete Mares,90026.0,3131 W Sunset Blvd,3236650865.0,La Playita Siete Mares,90026.0,3143 W Sunset Blvd,3236644604.0
907,1268,4579,Catalina Bar & Grill,90028.0,6725 W Sunset Blvd,3234662210.0,Cafe Bar,90028.0,6360 W Sunset Blvd,3234641524.0
913,1278,4450,Eatz Cafe,90039.0,3207 Los Feliz Blvd,3236612355.0,Mimi’s Cafe,90039.0,2925 Los Feliz Blvd,3236681715.0
936,1309,1252,Burgerim,90038.0,5001 Melrose Ave,3238484848.0,Burgerim,90038.0,5001 Melrose Ave,3238484848.0
938,1317,250,Taco Fiesta,,4501 N Figueroa St,3232235478.0,Viva Taco Azteca,90042.0,5138 N Figueroa St,8188630577.0
949,1334,610,Billingsley's Restaurant,90064.0,11326 W Pico Blvd,3104771426.0,Rancho Park Gardens Restaurant,90064.0,10460 W Pico Blvd,3108397750.0
950,1334,1390,Billingsley's Restaurant,90064.0,11326 W Pico Blvd,3104771426.0,Gulp Restaurant & Brew Pub,90064.0,10928 W Pico Blvd,3104740007.0
957,1340,1145,Overland Cafe,90034.0,3601 Overland Ave,3105599999.0,The Overland,90034.0,3601 Overland Ave,3105599999.0
971,1371,1022,Mo Better Burger,90038.0,901 N La Brea Ave,,Mo Better Burgers,90036.0,901 S La Brea Ave,3107378556.0
972,1380,1500,Mimi's Cafe,90039.0,2925 Los Feliz Blvd,3236681715.0,The Village Bakery and Cafe,90039.0,3119 Los Feliz Blvd,3236628600.0
974,1380,4450,Mimi's Cafe,90039.0,2925 Los Feliz Blvd,3236681715.0,Mimi’s Cafe,90039.0,2925 Los Feliz Blvd,3236681715.0
980,1411,1803,Modern Eats,90039.0,2590 Glendale Blvd,3236651008.0,Modern Eats,90039.0,2590 Glendale Blvd,3236651008.0
992,1425,3461,Daily Grill Brentwood,90049.0,11677 San Vicente Blvd.,3104420044.0,Gaucho Grill,90049.0,11754 San Vicente Blvd,3104477898.0
995,1431,1384,redwood bar and grill,90012.0,316 W 2nd St,2136802600.0,Redwood Bar & Grill,90012.0,316 W 2nd St,2136802600.0
997,1442,1961,Dave & Buster's Restaurant,90045.0,6081 Center Dr,3108469950.0,Kabuki Japanese Restaurant,90045.0,6081 Center Dr,3106415524.0
1006,1455,1370,Little Bar,90036.0,757 S La Brea Ave,3239379210.0,Bludso’s Bar & Que,90036.0,609 N La Brea Ave,3239312583.0
1007,1455,2435,Little Bar,90036.0,757 S La Brea Ave,3239379210.0,La Brea Ramen Bar,90036.0,850 S La Brea Ave,3235499486.0
1011,1478,2337,Pipers Restaurant,90004.0,222 N Western Ave,3234657701.0,Wassada Restaurant,90004.0,377 N Western Ave,3234643006.0
1016,1491,4213,59th & Lex Cafe,,10250 Santa Monica Blvd,3107727189.0,Hudson Lobby Cafe,90038.0,6541 Santa Monica Blvd,3233569969.0
1017,1491,4229,59th & Lex Cafe,,10250 Santa Monica Blvd,3107727189.0,Cafe Chez Marie,90025.0,10681 Santa Monica Blvd,3104752949.0
1019,1491,4421,59th & Lex Cafe,,10250 Santa Monica Blvd,3107727189.0,Santa Monica Restaurant & Cafe,90025.0,12340 Santa Monica Blvd,3102078888.0
1025,1508,142,Comfort LA,90021.0,1110 E. 7th St,2135370844.0,La Reyna Restaurant,90021.0,2000 E 7th St,2136249879.0
1029,1518,445,Good Microbrew & Grill,90026.0,3725 W Sunset Blvd,3236603645.0,Rodeo Mexican Grill,90026.0,1721 W Sunset Blvd,2134838311.0
1030,1526,1173,Lulu's Cafe,90036.0,7149 Beverly Blvd,3239386095.0,Lulu’s Cafe,90036.0,7149 Beverly Blvd,3239386095.0
1031,1528,1131,Cork,90016.0,4771 West Adams Blvd,3237312030.0,The Cork,90016.0,4771 W Adams Blvd,3237312030.0
1040,1546,3818,Corky's Restaurant & Bar,91403.0,5043 Van Nuys Blvd,8187885110.0,La Fogata Mexican Restaurant,91403.0,5142 Van Nuys Blvd,8185019065.0
1043,1552,1236,Sunset Grill Hollywood,90046.0,7439 W Sunset Blvd,3238515557.0,Sunset Grill Hollywood,90046.0,7439 W Sunset Blvd,3238515557.0
1044,1552,1249,Sunset Grill Hollywood,90046.0,7439 W Sunset Blvd,3238515557.0,Bossa Nova on Sunset,90046.0,7181 W Sunset Blvd,3234367999.0
1047,1552,2184,Sunset Grill Hollywood,90046.0,7439 W Sunset Blvd,3238515557.0,TOI On Sunset,90046.0,7505 1/2 W Sunset Blvd,3238748062.0
1053,1576,1444,Vermont Restaurant and Bar,90027.0,1714 N Vermont Ave,3236616163.0,Il Capriccio on Vermont,90027.0,1757 N Vermont Ave,3236625900.0
1062,1617,2134,Smith and Cohen Grill Deli Bar,90025.0,10351 Santa Monica Blvd,3104324361.0,Kotoya Japanese Ramen & Bar,90025.0,11901 Santa Monica Blvd,3104771199.0
1065,1625,1056,La Fe,90026.0,1525 W. Sunset Blvd.,2134819896.0,Haché LA,90026.0,3319 W Sunset Blvd,3239282963.0
1073,1657,4460,Cafe Vogue,90048.0,100 North La Cienega Blvd,3106578778.0,Black Swan Cafe,90048.0,440 N La Cienega Blvd,3109098459.0
