name,post,phone,addr,label
0.9762860971317846,1,1,1.0,1
0.05274337212805784,1,-1,0.10532530989967319,-1
0.39633135840845785,1,-1,0.4110540276306593,-1
1.0,0,1,0.3843218225235605,1
0.28271646249371574,0,-1,0.02792085552728248,-1
0.44174654290626514,1,-1,0.14273052205610262,-1
0.5456789297909308,1,1,0.32522438881162913,1
1.0,1,1,1.0,1
0.5595967486286273,1,-1,0.9845519740208193,1
1.0,1,0,1.0,1
1.0,1,-1,1.0,1
0.9119918848557049,1,1,1.0,1
1.0,1,1,0.8459882449363615,1
1.0,1,1,1.0,1
0.062300576114674384,1,-1,0.32702694917614666,-1
0.9762860971317846,0,1,0.6153647139071392,1
0.0734551295080216,1,-1,0.25993360354241624,-1
0.02501895850826956,1,-1,0.22712707304788265,-1
0.2809560204004334,-1,-1,0.22712707304788265,-1
0.3266102101736527,1,-1,0.2603282350468334,-1
0.6843985110586888,1,1,1.0,1
1.0,1,1,1.0,1
0.05140955421630292,0,-1,0.36131332402860195,-1
0.06537992642987604,1,-1,0.441543720458238,-1
0.036580142162311126,1,-1,0.5189421862507455,-1
0.06652272757952216,1,-1,0.12357137446330477,-1
1.0,1,1,1.0,1
0.78263919832912,1,1,1.0,1
0.08229479415624417,1,-1,0.13583343935468836,-1
0.18999436579421222,1,0,0.6096474287020529,-1
1.0,1,-1,0.6817524779777813,1
0.3533677327892395,1,1,1.0,1
1.0,1,1,1.0,1
0.47393519119338856,1,1,1.0,1
0.6002407546422267,1,-1,0.7909361765085433,1
0.30334769442243253,1,-1,0.12357137446330481,-1
0.2913140567924203,1,-1,0.4448435794842752,-1
0.19733569607061294,1,0,0.46273432838299705,-1
0.18365684620150374,1,-1,0.17981186744367805,-1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
0.10971195293477573,0,-1,0.3126358709689859,-1
0.13733112376810203,0,-1,0.3280641440949914,-1
1.0,1,1,1.0,1
1.0,1,1,0.559410810619479,1
0.5495786139499944,1,1,1.0,1
1.0,1,1,1.0,1
0.7182089047400894,0,1,0.6475784060595252,1
1.0,1,1,1.0,1
0.3560013403957119,1,-1,0.2887956981169529,-1
0.2673396740850393,1,-1,0.13583343935468836,-1
1.0,1,1,1.0,1
0.050465471598278855,1,-1,0.17981186744367805,-1
0.11856595549210486,1,-1,0.4664923105059835,-1
0.8417549648463675,1,1,1.0,1
0.04338283021615124,1,-1,1.0,-1
0.1649480764328636,1,-1,0.27168984501885984,-1
0.10318730439298195,1,-1,0.14408741265597225,-1
1.0,1,1,1.0,1
0.26483232075971636,1,-1,0.18332171277547255,-1
0.4179384226288617,1,-1,0.43019614587019506,-1
0.058336441613739465,1,-1,0.4117327351289764,-1
1.0,1,1,1.0,1
0.9453526750409746,1,-1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,-1,-1,1.0,1
1.0,1,-1,1.0,1
1.0,1,1,1.0,1
1.0,0,1,0.587785089717961,1
1.0,1,0,1.0,1
1.0,1,1,0.9889247190973525,1
0.05896787721844561,1,-1,0.6374963423933047,-1
0.1091194015932142,0,0,0.16437096371413282,1
0.8373753775438703,1,1,1.0,1
1.0,1,1,1.0,1
0.24775282211465402,0,0,0.03944199420326245,-1
1.0,1,1,1.0,1
0.0751206611123257,1,-1,0.4034228904562409,-1
1.0,1,1,0.4316126680662072,1
0.092104668474575,1,-1,0.30421997566650927,-1
0.7590367881154307,1,1,0.9347540381581114,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
1.0,1,1,1.0,1
