_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number
138,137,2156,curry house,,123 astronaut e s onizuka st,2136877344.0,korea bbq house,90012.0,123 s onizuka st,2136801826.0
139,138,1970,tara's himalayan cuisine,90034.0,10855 venice blvd,3108369696.0,tara's himalayan cuisine,90034.0,10855 venice blvd,3108369696.0
140,140,2137,star noodle express,90045.0,5310 w century blvd,3103381337.0,buffet express,90045.0,5959 w century blvd,3106706575.0
141,141,1936,urban ramen,90046.0,7300 w sunset blvd,3235126077.0,urban ramen,90046.0,7300 w sunset blvd,3235126077.0
142,142,1330,noshi sushi,90004.0,4430 beverly blvd,3234693458.0,noshi sushi,90004.0,4430 beverly blvd,3234693458.0
143,144,2255,shu - sushi house unico,90077.0,2932 1/2 beverly glen circle,3104742740.0,shu sushi house unico,90077.0,2932 1/2 beverly glen circle,3104742740.0
144,146,1956,furaibo,90025.0,2068 sawtelle blvd,3104441432.0,furaibo restaurant,90025.0,2068 sawtelle blvd,3104441432.0
145,149,2079,sushi go 55,,"333 s. alameda, suite 317",2136870777.0,sushi go 55,90013.0,333 s alameda st,2136870777.0
146,150,1415,it's pho hollywood,90028.0,1821 n cahuenga blvd,3233807998.0,umami burger - hollywood,90028.0,1520 n cahuenga blvd,3234693100.0
147,150,1699,it's pho hollywood,90028.0,1821 n cahuenga blvd,3233807998.0,it's pho,90028.0,1821 n cahuenga blvd,3233807998.0
148,151,1650,gyu-kaku japanese bbq dining,90064.0,10925 w pico blvd,3102348641.0,gyu-kaku japanese bbq,90064.0,10925 w pico blvd,3102348641.0
149,151,1780,gyu-kaku japanese bbq dining,90064.0,10925 w pico blvd,3102348641.0,shunji japanese cuisine,90064.0,12244 w pico blvd,3108264737.0
150,153,1836,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0,beverly soon tofu restaurant,90006.0,2717 w olympic blvd,2133801113.0
151,153,1893,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0
152,153,2076,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0,surawon restaurant,90006.0,2833 w olympic blvd,2133837317.0
153,153,2227,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0,jeon ju restaurant,90006.0,2716 w olympic blvd,2133865678.0
154,153,2351,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0,pho 2000 restaurant,90006.0,2897 w olympic blvd,2134808485.0
155,153,4438,seoul garden restaurant,90006.0,1833 w olympic blvd,2133868477.0,new seoul hotel coffee house,90006.0,2666 w olympic blvd,2133846314.0
156,155,1859,suehiro cafe,90012.0,337 e 1st st,2136269132.0,suehiro cafe,90012.0,337 e 1st st,2136269132.0
157,157,1988,trio house,90007.0,3101 s figueroa st,2137410101.0,trio house,90007.0,3031 s figueroa st,2137410101.0
158,158,2420,mizu 212 degrees,90025.0,2000 sawtelle blvd,3104788979.0,mizu 212,90025.0,2000 sawtelle blvd,3104788979.0
159,159,1352,far bar,90012.0,347 e 1st st,2136179990.0,far bar,90012.0,347 e 1st st,2136179990.0
160,159,2435,far bar,90012.0,347 e 1st st,2136179990.0,my ramen bar,90012.0,321 1/4 e 1st st,2136139888.0
161,160,1819,santouka ramen,90066.0,3760 s centinela ave,3103911101.0,hokkaido ramen santouka,90066.0,3760 s centinela ave,3103911101.0
162,161,1191,kobawoo restaurant,90005.0,698 s vermont ave ste 109,2133897300.0,soowon galbi kbbq restaurant,90005.0,856 s vermont ave,2133659292.0
163,161,1826,kobawoo restaurant,90005.0,698 s vermont ave ste 109,2133897300.0,kobawoo house,90005.0,698 s vermont ave,2133897300.0
164,162,2412,daichan,91604.0,11288 ventura blvd,8189808450.0,daichan,91604.0,11288 ventura blvd,8189808450.0
165,163,409,cbs seafood restaurant,90012.0,700 n spring st,2136172323.0,los compadres restaurant,90012.0,633 n spring st,2136261533.0
166,163,1609,cbs seafood restaurant,90012.0,700 n spring st,2136172323.0,full house seafood restaurant,90012.0,963 n hill st,2136178382.0
167,163,2051,cbs seafood restaurant,90012.0,700 n spring st,2136172323.0,ocean seafood restaurant,90012.0,750 n hill st,2136873088.0
168,163,2109,cbs seafood restaurant,90012.0,700 n spring st,2136172323.0,pho hoa vietnamese restaurant,90012.0,818 n spring st,2134850074.0
169,163,2284,cbs seafood restaurant,90012.0,700 n spring st,2136172323.0,golden city seafood restaurant,90012.0,960 n hill st,2132532660.0
170,163,3421,cbs seafood restaurant,90012.0,700 n spring st,2136172323.0,intiraymi restaurant peruvian food,90012.0,633 n spring st,2136170573.0
171,165,1487,seoul sausage co.,90025.0,11313 mississippi ave,,seoul sausage company,90025.0,11313 mississippi ave,3104777739.0
172,166,1381,sapp coffee shop,90027.0,5183 hollywood blvd,3236651035.0,sapp coffee shop,90027.0,5183 hollywood blvd,3236651035.0
173,169,2404,ayce,91405.0,7128 van nuys blvd,8184653050.0,ayce gogi,91405.0,7128 van nuys blvd,8184653050.0
174,170,2291,palace seafood and dim sum,90025.0,11701 wilshire blvd,,the palace seafood & dim sum,90025.0,11701 wilshire blvd,3109793377.0
175,172,2078,manichi ramen,90012.0,321 1/4 e 1st st,2136139888.0,mr ramen,90012.0,341 e 1st st,2136264252.0
176,172,2435,manichi ramen,90012.0,321 1/4 e 1st st,2136139888.0,my ramen bar,90012.0,321 1/4 e 1st st,2136139888.0
177,175,1881,gobi mongolian bbq,90026.0,2827 w sunset blvd,2139890711.0,gobi mongolian bbq house,90026.0,2827 w sunset blvd,2139890711.0
178,179,1844,arashi sushi,,1111 s. hope st. #100,,arashi sushi,90015.0,1111 s hope st,2137491900.0
179,180,1961,castle korean bbq,90010.0,3600 wilshire blvd,2133881988.0,choi ga nei korean bbq,90010.0,3916 wilshire blvd,2133828988.0
180,181,107,dong il jang restaurant,90005.0,3455 w 8th st,2133835757.0,sabores oaxaqueños restaurant,90005.0,3337 1/2 w 8th st,2134273508.0
181,181,1857,dong il jang restaurant,90005.0,3455 w 8th st,2133835757.0,dong ii jang restaurant,90005.0,3455 w 8th st,2133835757.0
182,181,2103,dong il jang restaurant,90005.0,3455 w 8th st,2133835757.0,keungama korean restaurant,90005.0,3498 w 8th st,2133656788.0
183,181,2168,dong il jang restaurant,90005.0,3455 w 8th st,2133835757.0,naegohyang restaurant,90005.0,3516 w 8th st,2133810022.0
184,185,1605,shunji's japanese cuisine,90064.0,12244 w pico blvd,3108264737.0,bossa nova brazilian cuisine,90064.0,10982 w pico blvd,3104410404.0
185,185,1650,shunji's japanese cuisine,90064.0,12244 w pico blvd,3108264737.0,gyu-kaku japanese bbq,90064.0,10925 w pico blvd,3102348641.0
186,185,1780,shunji's japanese cuisine,90064.0,12244 w pico blvd,3108264737.0,shunji japanese cuisine,90064.0,12244 w pico blvd,3108264737.0
187,186,1820,simpang asia,90034.0,10433 national blvd # 213,3108159075.0,simpang asia,90034.0,10433 national blvd,3108159075.0
188,188,2197,moodaepo ii,90005.0,3014 w 7th st,2133819990.0,moodaepo ii,90005.0,3014 w 7th st,2133819990.0
189,189,1634,nong la cafe,90025.0,2055 sawtelle blvd,3102681881.0,nong la cafe,90025.0,2055 sawtelle blvd,3102681881.0
190,190,1930,melanee thai,90035.0,9562 w pico blvd,3102734066.0,melanee thai,90035.0,9562 w pico blvd,3102734066.0
191,190,2101,melanee thai,90035.0,9562 w pico blvd,3102734066.0,tuk tuk thai,90035.0,8875 w pico blvd,3108601872.0
192,191,1912,ocha classic,90005.0,835 s vermont ave,2133853657.0,ocha classic,90005.0,835 s vermont ave,2133834249.0
193,193,1543,shanghai diamond garden,90035.0,9401 west pico blvd,3238793463.0,shanghai glatt kosher,90035.0,9401 w pico blvd,3105530998.0
194,196,1911,jinya ramen bar mid- wilshire,90036.0,5168 wilshire blvd,3239546477.0,jinya ramen bar,90036.0,5168 wilshire bld,3239546477.0
195,197,1981,mr. noodle,90024.0,936 broxton street,3102081730.0,mr noodle,90024.0,936 broxton ave,3102087808.0
196,198,1478,chibiscus asian cafe and restaurant,90046.0,7361 1/2 w sunset blvd,3239779877.0,moun of tunis restaurant,90046.0,7445 1/2 w sunset blvd,3238743333.0
