name,post,phone,addr,label
0.22005831824301042,1,-1,0.4151381075688621,
1.0,1,1,1.0,
0.2168521078008541,1,-1,0.4201669386037664,
0.180192822654696,1,-1,0.4545685940518388,
1.0,1,1,1.0,
1.0,1,1,1.0,
0.8074528611494647,1,-1,1.0,
0.5620351322804076,1,1,1.0,
1.0,1,1,1.0,
1.0,1,1,1.0,
1.0,1,1,1.0,
1.0,-1,1,1.0,
1.0,1,1,1.0,
0.7989209246954566,1,1,0.6129203209592079,
0.7332249413315641,1,-1,1.0,
1.0,0,1,0.7537469015813449,
0.30172412051303754,1,-1,0.34671034359650393,
1.0,1,1,1.0,
0.025740786140473267,1,-1,0.34671034359650393,
0.017846423895117935,1,-1,0.27961533238248465,
0.16790818128129603,1,-1,0.05521967827634127,
0.03690580236870286,1,-1,0.2920559635538353,
1.0,1,1,1.0,
0.9875313794223394,1,1,1.0,
0.03879750982441963,1,-1,0.10442915596953857,
0.04144342139016797,1,-1,0.09339281380158872,
0.9706918350920751,1,1,0.8574057381199552,
1.0,1,1,1.0,
0.9215941036996774,1,1,1.0,
1.0,1,1,0.7328557909584182,
0.6071935308201785,1,1,1.0,
0.695069743797445,1,1,1.0,
0.36888858828767795,1,-1,0.40749578546849935,
1.0,0,1,0.43481289781880705,
1.0,1,1,1.0,
0.7890737160693218,1,1,1.0,
1.0,-1,1,1.0,
1.0,1,1,1.0,
1.0,1,1,0.7438398465532711,
0.47111949264295194,-1,1,1.0,
0.1056693359477249,0,-1,0.16651153457144832,
0.11133657105039416,0,-1,0.151008847990819,
0.057131149310276394,0,-1,0.1262854826760736,
0.24296526121630538,0,-1,0.5913999741612108,
0.2102688045340554,0,-1,0.02650282258373806,
1.0,0,1,0.5913999741612108,
0.28634486521985525,0,-1,0.025707246799657215,
0.17891615910172082,0,-1,0.151008847990819,
0.12198312339139342,0,-1,0.5913999741612108,
0.27119156308806597,0,-1,0.016878695556207635,
1.0,1,1,1.0,
0.5852330362646961,1,1,0.8531878257938738,
0.931326895662814,0,0,0.0,
0.6693473031194395,0,-1,1.0,
0.12081168697013857,1,-1,1.0,
0.10744443773582793,1,-1,1.0,
0.6099446729263049,1,-1,0.10513737793654204,
0.23462866048773479,1,1,1.0,
0.7277321434778016,1,0,0.9899088731049555,
0.7277321434778016,-1,0,0.10513737793654203,
0.7069802761343593,0,1,1.0,
0.6721693397039664,0,1,1.0,
0.7403974464852872,0,1,1.0,
0.4574885502791082,1,-1,0.1067533086028245,
0.3280660093440184,1,-1,0.12475641838759526,
0.4192738023340257,1,-1,0.11376439623819236,
1.0,1,1,1.0,
0.4804424683739589,1,-1,0.1067533086028245,
0.6875375525426917,1,-1,1.0,
0.5467602374788754,1,1,0.25872926274373487,
0.7830139016392764,1,1,1.0,
0.8549446759997772,1,1,0.6990905149211503,
0.6169742050395871,0,1,0.7794610865832404,
0.80783196534973,1,1,1.0,
0.8407938324337517,1,1,1.0,
1.0,0,1,0.5472451460723936,
1.0,1,1,1.0,
1.0,1,1,1.0,
1.0,1,1,1.0,
0.9286248151751317,1,1,0.8279665194689992,
1.0,1,1,1.0,
0.16377336910627371,1,-1,0.4545685940518388,
0.180192822654696,1,-1,0.4545685940518389,
0.16138722033276634,1,-1,0.46007507156277533,
1.0,1,1,1.0,
